,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
22972,2006-12-28 09:34:00,kuwait,,,disk,0,morning,When I was going to the university in the way I&#39ve seen a Disk shaped object flying in the sky and it was very far&#44 but it was shining,02/01/2007,29.31166,47.481766
23008,2010-12-28 00:30:00,kadena ab (okinawa) (japan),,,light,4,4 seconds,Bright red large light spotted moving very fast&#44 Okinawa&#44 Japan.  ((NUFORC Note:  Report from aircraft mechanic.  PD)),1/31/2011,0,0.0
23009,2010-12-28 11:58:00,kowloon (hong kong) (china),,,oval,120,1-2 minutes,Hong Kong 2nd January&#44 2010. On the day of 28th December 2010&#44 at Hong Kong time 11.58-12.00hrs.I have seen an Ufo moving in th,01/05/2011,22.318567,114.179606
23090,1996-12-29 19:00:00,venezuela,,,disk,45,30-45 seconds,object with bright lights&#44 which caught fire&#44broke into three pieces and fell into heavy jungle,10/31/2008,0,0.0
23098,1999-12-29 21:45:00,hong kong (lamma island; prc),,,other,15,15 seconds,It was spotted quickly&#44 not looking for it&#44 we all saw the same.  It had two balls of light&#44 diagonal shaft of light attaching them.,01/07/2000,22.396428,114.109497
23135,2003-12-29 19:04:00,uk/england,,,other,163,2 minutes 43 seconds,i was telling my friend to look but he could not hear me &#44it would not let me look away,1/17/2004,52.355518,-1.17432
23203,2010-12-29 12:16:00,madeira (pretoria) (south africa),,,oval,0,23,Sighting of a unidentified craft hovering over Madeira Harbor&#44 Photo&#39s taken from live webcam.  ((NUFORC Note:  Water on lens.  PD)),01/05/2011,0,0.0
23232,2012-12-29 17:05:00,in-flight sighting,,,rectangle,120,2 minutes,Actual Video of UFO sighting from Sprit Airlines.,02/04/2013,0,0.0
23257,2013-12-29 19:20:00,yateley,,,fireball,10,10 seconds,Red ball.,01/10/2014,51.341158,-0.825203
23258,2013-12-29 19:30:00,murfreesboro,,,fireball,120,2 minutes,I was driving and I noticed 5 lights on the sky just below the cloud line.,01/10/2014,0,0.0
23295,2002-12-30 16:00:00,(republic of ireland),,,light,1200,10-20minutes,2 red lights hovering beside the car for approximately 10 kilometers. Bright red light with a white flash coming out of it like lightin,03/04/2003,0,0.0
23303,2003-12-30 01:00:00,western queensland (qld&#44 australia),,,light,900,15 mins,Two bright lights hovering one had a flashing red light,1/17/2004,-23.568135,140.679376
23338,2007-12-30 18:47:00,failsworth manchester,,,fireball,600,10 minutes,floating fireball,2/14/2008,53.508131,-2.164444
23345,2008-12-30 00:08:00,rambaud (st. martin),,,triangle,90,90 seconds,V shaped wavering bright orange sighting over French St. Martin.,01/10/2009,44.509309,6.46814
23380,2011-12-30 22:30:00,durban (south africa),,,light,10,10 seconds,My wife&#44 daughter and I were sitting outside on the deck observing the stars when suddenly an intesly bright white flash lit up the are,02/10/2012,-29.85868,31.02184
23390,2012-12-30 19:50:00,suwon (30 miles south of) (south korea),,,fireball,600,8-10 minutes,2 round balls of fire hovering over the southern part of South Korea-4 witnesses that I know of.,02/04/2013,37.263573,127.028601
23403,2013-12-30 18:00:00,orotin (costa rica),,,light,180,3 minutes,I&#39ve been watching stars for over 40 years now. Seen ISS and satelites  many times. This was a very bright light moving east/west in th,01/10/2014,0,0.0
23443,1998-12-31 11:30:00,bejuma&#44 edo. carabobo&#44 caracas (venezuela),,,light,240,4 minutes,we saw a bright yellow-blue-red light in the sky very high and a very high speed,2/16/1999,0,0.0
23446,1998-12-31 22:50:00,nassau (great harbour key&#44 30nm nw of nassau) (bahamas),,,fireball,30,30 seconds,Glowing ball flying parrallel to the earth at about 10&#44000 feet,5/24/1999,0,0.0
23449,1998-12-31 23:41:00,santo domingo (dominican republic),,,egg,120,2 minutes,Object was yellow ligthted egg moving north to south at a very low altitude and amazingly fast for a plane&#44no noise of engine. New year,5/24/1999,0,0.0
23450,1998-12-31 23:49:00,aruba,,,circle,8,8 sec,I saw a smal circel form coming from the north it stop and then rapidity moving to the south.It was about 45 degrees high looking at th,7/13/2005,12.52111,-69.968338
23451,1998-12-31 23:50:00,macuto (venezuela),,,,5,5 sec.,objects moving at high velocity over the sea&#44 north to south coming from the caribbean sea.,09/09/2003,10.605,-66.894444
23467,1999-12-31 23:55:00,rome (vatican square&#44vatican city&#44 on cnn live telecast),,,disk,15,10 to 15 seconds(on cnn),I noticed a disc with a dome on bottom.Color was white to light gray.&#9;,1/22/2000,0,0.0
23470,2000-12-31 01:05:00,lake macquarie (nsw&#44 australia),,,flash,240,4 minutes,bright red glow&#44 that appeared outside window&#44 on the horizon.  The light then intensified&#44 then disappeared.,01/03/2001,-33.093373,151.588982
23477,2000-12-31 21:40:00,santo domingo (dominican republic),,,unknown,10800,3 hours,Globular whitish dim semitransparent form with bright orange yellowish light on its periphery.,01/03/2001,0,0.0
23528,2004-12-31 23:00:00,centurion (south africa),,,sphere,2700,45min,sphere balls in sky,01/11/2005,-25.860278,28.189444
23579,2008-12-31 06:00:00,poyntzpass (northern ireland),,,light,900,10-15 minutes,Two orangy/yellow lights seen hovered and moving off really quickly at incredible speed. 500 Lights On Object0: Yes,01/10/2009,54.29368,-6.37523
23684,2011-12-31 23:00:00,broken hill,,,oval,60,60 seconds,Bright orange light moving horizontally across the sky.,01/12/2012,-31.955858,141.465136
23713,2012-12-31 19:45:00,sundra/delmas (south africa),,,other,300,unknown mabe 5 min,A red starlike craft.,02/04/2013,-26.18694,28.54667
23753,2012-12-31 23:00:00,san diego,,,light,600,10 minutes,Bright orange lights in a Flying V pattern were sighted in the sky at night.,02/04/2013,0,0.0
23853,2013-12-31 23:10:00,minsk (half hour away) (belarus),,,formation,900,15 minutes,3 observers---Approx. 15 white lighted craft moving at blinding speeds one half hour outside of Minsk&#44 Belarus.,01/10/2014,53.9,27.566667
23906,2000-01-23 01:18:00,england (latitude 55 north) (uk/england),,,,1800,30 minutes +,two ufos heading due east&#44 latitude 55 north on sunday gmt 1:18 on jan. 23&#44 2000  reported by ground observers and possibly radar; latt,2/16/2000,0,0.0
23972,2003-01-23 23:22:00,uk/england,,,changing,0,,It was bright with a red haze and bright lines waving around it.,3/21/2003,52.355518,-1.17432
23981,2004-01-23 10:00:00,midwest u. s. (in-flight),,,cigar,300,3-5 minutes,strangest damn things I ever saw.,6/18/2004,43.41136,-106.280024
24066,2008-12-03 17:05:00,yalta (crimea) (ukraine),,,disk,2700,45 min,orbed ufo with bright light luminescence in &amp; around it,01/10/2009,44.495205,34.166301
24103,2009-01-23 20:50:00,raynham (northeast of),,,,2,1-2 sec.,Round white greenish hue object. Northeast sky in Raynham MA 8:50 pm 1/23/09.  ((NUFORC Note:  Possible meteor??  PD)),3/19/2009,0,0.0
24113,2010-01-23 00:00:00,cruz bay (u. s. virgin islands),,,light,300,5 minutes,Four bright amber coloured lights spotted flying straight upward and into space over the Caribbean Sea in the Virgin Islands.,2/14/2010,18.331343,-64.79375
24154,2012-12-03 02:00:00,johannesburg (south africa),,,,120,2 minutes,A loud jet type noise&#44 hovered for a couple of minutes,12/20/2012,0,0.0
24214,2014-01-23 11:00:00,columbia,,,circle,0,,Bright blue lights on top of red dots on the sky.,1/30/2014,0,0.0
24282,2001-12-04 22:34:00,colombo (sri lanka),,,diamond,60,1 minutes,Srilanka UFO,3/19/2002,6.927079,79.861243
24312,2003-01-24 19:00:00,san jose (costa rica),,,disk,30,30seconds,ufo in costa rica,03/04/2003,0,0.0
24554,2014-01-24 02:00:00,mexico,,,sphere,600,7-10 minutes,On 1/24/14&#44 early am&#44 10 large orange orbs moved east  towards the Caribbean Sea over the Yucatan.,1/30/2014,0,0.0
24555,2014-01-24 02:19:00,healdsburg,,,circle,1800,30 minutes,There are 10 plus crafts flashing lights RGB colors.  Zig zag fast motions dropping slowly.  It looks like flashing snowflakes.,1/24/2014,0,0.0
24604,1997-12-05 02:32:00,guarenas&#44 miranda (venezuela),,,fireball,2,seconds,I was just listening music from the sat reciever when I looked to the  window facing S.W. when I saw the fireball coming down diagonaly,08/10/1999,10.466263,-66.616882
24712,2004-12-05 22:20:00,bishkek (kyrgyzistan),,,unknown,7200,2 hours,A bright shining object  emitted multicolored beams of light,12/14/2004,42.874722,74.612222
24721,2005-01-25 10:00:00,belize (during cruise),,,unknown,3600,1 hour,on jan 25 2005 about ten at night we noticed bright lights that were very strange.  ((NUFORC Note:  Possible sighting of Sirius.  PD)),02/08/2005,17.189877,-88.49765
24753,2006-01-25 21:15:00,uk/england,,,changing,7200,2 hours +,colour changing shape changing flashing light in the sky over warwickshire in England,2/14/2006,52.355518,-1.17432
24792,2008-01-25 10:30:00,iquique,,,circle,3600,60 mins,Round object&#44 changing colours from red&#44 blue to white&#44 with electric currents running through&#44 releasing something into the air&#44 blue,2/14/2008,-20.2167,-70.142223
24811,2009-12-05 11:30:00,azua (dominican republic),,,disk,30,30 sec,UFO appears for less than a minute over the Dominican Republic sky,5/29/2011,18.46,-70.74
24830,2010-01-25 11:30:00,begues (catalonia&#44 spain),,,disk,120,2min,((HOAX??))  A total circle no lights &#44 only a litte ligth down of  blue,4/13/2010,41.330975,1.922643
24844,2011-01-25 00:00:00,colombia,,,light,0,unknown,Bright light over lake with dead fish found later,1/31/2011,4.570868,-74.297333
24958,2014-01-25 23:00:00,barbados,,,circle,60,1 minute,6 bright circular lights in the sky&#44 traveling in a &quot;V&quot; shape / Triangular Shape at a fast Speed.  All the Lights were evenly.,1/30/2014,13.193887,-59.543198
24962,1972-12-06 00:00:00,ireland (not sure which town),,,light,300,5mins approx,1 light comes down from space&#44 two other smaller lights attach themselves and then all go up into space.,9/15/2005,0,0.0
24964,1984-01-26 18:09:00,abu dhabi (united arab emirates),,,disk,0,,Object captured by camera over Abu Dhabi,4/27/2007,24.466667,54.366667
25048,2003-12-06 01:00:00,australia,,,other,1800,30 min,one big blob shaped object appeared which appeared out of the sky then broke into lots of 16 cigar shaped thigymagigies&#44 an we were on,06/04/2004,-25.274398,133.775136
25053,2003-01-26 19:07:00,dun laoghaire (county dublin (republic of ireland),,,fireball,30,30 seconds,It appeared to be red in colour and emmited 2 fireballs from the back that dropped from the sky&#44 but disintegrated.,3/21/2003,53.29279,-6.141937
25305,2000-12-07 08:50:00,in-flight (over the north sea&#44 between england &amp; denmark),,,cylinder,300,5 minutes,Bright lights suspended above teh clouds,12/20/2000,38.584329,-108.073096
25377,2004-01-27 22:00:00,portlaoise (republic of ireland),,,triangle,60,1 minute,noise less in shape of triangle with three red lights.,1/31/2004,53.032812,-7.298793
25378,2004-01-27 22:30:00,trichardt (south africa),,,circle,0,farm,i saw a U.F.O,1/31/2004,-26.484479,29.223361
25394,2006-01-27 01:00:00,armagh (republic of ireland),,,unknown,1200,20 minutes,the lights in our town were too bright for anyone to see stars&#44 and there was no clouds,2/14/2006,0,0.0
25468,2009-01-27 18:00:00,caracas (venezuela),,,formation,60,1 min,3 Ufos over the city of Caracas Tonight around 7:00 pm 3 objects passed over the city of Caracas in 3 differents directions in less tha,3/19/2009,10.5,-66.916667
25522,2012-01-27 07:00:00,ashland,,,fireball,15,15 seconds,Falling from west to east with a huge trail of particles.  ((NUFORC Note:  Possible meteor??  PD)),02/03/2012,0,0.0
25526,2012-01-27 16:50:00,paris (40 km from) (france),,,cylinder,20,20 seconds,Silver cylinder&#44 reflecting sun and with a strong silver flash before to disapear.,9/24/2012,0,0.0
25588,2013-12-07 22:50:00,costa rica (riu palace hotel),,,circle,600,10 minutes,Round orange-red lite in sky in costa rica near riu palace hotel,12/23/2013,9.748917,-83.753428
25605,1975-12-08 20:00:00,las palmas (grand canary island),,,light,900,15 minutes,the object was full of light,2/14/2006,0,0.0
25713,2004-01-28 22:00:00,capetown (cpt) (south africa),,,disk,180,3 minutes,flying disc streaking across the sky (in outerspace) in South Africa at almost the speed of light.,02/12/2004,-33.924868,18.424055
25734,2005-01-28 19:30:00,durban (south africa),,,light,90,90 secs,Lights in formation flying over Mount Edgecombe South Africa,02/08/2005,-29.85868,31.02184
25741,2005-01-28 21:04:00,johannesburg (south africa),,,formation,600,10 minutes,5 objects in a straight line &#44but very bright in color,02/08/2005,0,0.0
25917,2014-01-28 00:00:00,oak creek,,,oval,12600,3.5 hours,By lake michigan and power plant they come and are In same place almost everynight for as ling as I remember no not stars or satilites,1/30/2014,0,0.0
25948,1989-12-09 21:00:00,cork (republic of ireland),,,changing,1200,20 mins,bright diamond band on the lower rim&#44coloured . blue mist,06/06/2000,51.896892,-8.486316
25998,2001-12-09 21:30:00,wexford (republic of ireland),,,circle,30,30 sec,??,01/11/2002,0,0.0
26005,2002-12-09 22:00:00,johannesburg (south africa),,,other,4,4 sec,I have seen a UFO in a movie (video). This will sound strange but I really did.The movie is called Made Man with Timothy Dalton. In,12/23/2002,0,0.0
26115,2008-01-29 20:00:00,australia,,,other,20,20 seconds,Big black/gray object seen at the airport of Brisbane&#44 Australian,8/27/2009,-25.274398,133.775136
26177,2011-12-09 21:00:00,trinidad/tobago,,,circle,1500,25 minutes,The objects moved with distinct intelligence&#44 hovering when it wanted and changing directions as desired.,4/18/2012,10.691803,-61.222503
26311,2007-01-30 23:00:00,st. thomas (near; on cruise ship),,,oval,120,several hours,Many clusters lof lights over the Caribbean,2/24/2007,0,0.0
26342,2011-01-30 19:25:00,forth estuary (edinburgh) (uk/scotland),,,sphere,60,1 min,Pink Coloured Sphere,02/08/2011,56.166667,-2.75
26343,2011-01-30 21:30:00,umkomaas (south africa),,,light,300,5min,BRIGHT LIGHTS AT HIGH SPEEDS,1/31/2011,-30.200678,30.78384
26589,2003-01-03 02:14:00,johannesburg (south africa),,,light,60,1 minute,Extreme bright light that moved very slow and then dissappeared,03/04/2003,0,0.0
26620,2006-01-03 18:00:00,seoul (south korea),,,flash,2,2 seconds,Green arrowhead shaped light traveling at high speed in upper atmosphere,02/01/2007,37.566535,126.977969
26731,2013-01-03 04:30:00,dhoon glen (isle of man) (uk/england),,,other,180,3 minutes,Differing mysterious objects in same area&#44 repeated sightings.,07/03/2013,54.25,-4.366667
26754,2014-01-03 20:38:00,debrecen,,,oval,180,2-3 minutes,Pulsing shiny orange orb for about 2-3 minutes.,01/10/2014,47.531605,21.627312
26760,1976-01-04 05:30:00,simonstown (south africa),,,cigar,180,3 minutes,unlike anything  i had ever seen,08/05/2001,-34.193765,18.435665
26797,2003-01-04 22:15:00,espoo (kilo) (finland)),,,fireball,120,about 2 minutes,There were flames in the sky&#44 like an aeroplane in fire or candle.,03/04/2003,60.205491,24.6559
26807,2004-01-04 19:30:00,queensland (qld&#44 australia),,,light,36000,10hrs,have it on tape,05/04/2004,-20.917574,142.702796
26939,2014-01-04 20:00:00,guatamala city (guatamala),,,light,1800,30 minutes,Some people saw a blue light falling and crashing on the ground&#44 later on three small lights floated over the ground.,01/10/2014,14.613333,-90.535278
27058,2008-01-05 03:27:00,compton,,,diamond,3600,1 hour,12 diamond shaped black craft in the sky.,2/14/2008,0,0.0
27086,2010-01-05 19:15:00,uk/scotland,,,diamond,120,2 minutes,EXTREMELY BRIGHT ILLUMINATED &amp; DIAMOND SHAPED AND RIGHT ABOVE MY CAR&#33,2/14/2010,56.490671,-4.202646
27096,2012-01-05 05:53:00,mexico (offshore waters),,,light,210,3 min 30 sec,1 White Light that Looked Like Moving Star. 2nd White Light Same but disappeared a few seconds later.,01/12/2012,0,0.0
